id,name,lat,lon,surveyed_ahd_m,elvis_ahd_m,difference_m,abs_difference_m,dem_resolution,relief_within_ring_m,reading,source,dataset
lismore_ballina_st,Lismore (Ballina St,-28.8128,153.2694,9.8,0.02,9.78,9.78,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5266812_56_0001_0001.tif
upper_major_ck_al,Upper Major Creek AL,-19.5817,146.9381,66.8,57.05,9.75,9.75,50cm,,close,Griffith Uni,Ayr201804-DEM-GRID-50cm_4937834_55_0001_0001.tif
nashua_wilsons_rive,Nashua (Wilsons River),-28.7278,153.4622,25.9,16.18,9.72,9.72,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5456822_56_0001_0001.tif
plevna_al,Plevna AL,-21.2997,148.5444,838.6,828.9,9.7,9.7,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_hallen_sandy,Mt Hallen (Sandy,-27.317,152.3763,191.5,181.83,9.67,9.67,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_mowbullan_rptr,Mt MOWBULLAN RPTR,-26.8883,151.6006,1086.8,1096.44,-9.64,9.64,50cm,,close,Griffith Uni,Dalby201312-DEM-GRID-50cm_3617025_56_0001_0001.tif
mt_fort_william_aler,Mt Fort William AL,-24.6475,151.3389,696.8,687.17,9.63,9.63,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
barongarook_al,Barongarook AL,-28.4314,151.4622,393.6,383.98,9.62,9.62,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
woolners_arm_doubtf,Woolners Arm (Doubtf,-28.705,152.8502,73.4,63.79,9.61,9.61,2m,,close,NSW Government,Bonalbo201709-LID2-AHD_4846824_56_0002_0002_2m.tif
henderson_ck_al,Henderson Ck AL,-27.8296,153.0155,28.5,18.95,9.55,9.55,1m,,close,QLD Government,Logan_2017_LGA_SW_501500_6921500_0.5K_DEM_1m.tif
canaan_ck_al,Canaan Creek AL,-26.3956,150.6767,395.9,386.36,9.54,9.54,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
carrs_lookout_al,Carrs Lkt AL,-28.2944,152.4156,1093.7,1084.17,9.53,9.53,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
findon_ck,Findon Ck,-28.3885,152.8803,149.9,140.45,9.45,9.45,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_4886859_56_0001_0001.tif
cooran_al,Cooran AL,-26.3297,152.8136,82.3,72.93,9.37,9.37,1m,,close,QLD Government,Noosa_2022_LGA_SW_481000_7087000_1k_DEM_1m.tif
powerline_al,Powerline AL,-19.6331,147.1103,25.7,16.37,9.33,9.33,50cm,,close,Griffith Uni,Ayr201804-DEM-GRID-50cm_5117829_55_0001_0001.tif
cooranga_al,Cooranga AL,-26.77,151.4064,552.3,543.0,9.3,9.3,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
rock_valley_leycest,Rock Valley (Leycester Creek),-28.7364,153.1634,35.3,26.02,9.28,9.28,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5156821_56_0001_0001.tif
deickmans_br_ale,Dieckmans Bridge AL,-28.2453,152.8908,112.6,103.45,9.15,9.15,1m,,close,QLD Government,ScenicRim_2011_LGA_SW_489000_6875000_1K_DEM_1m.tif
constitution_hill,Constitution Hill,-27.4797,152.9542,247.1,256.22,-9.12,9.12,1m,,close,QLD Government,Brisbane_2014_LGA_SW_495000_6960000_1K_DEM_1m.tif
flagstone_ck_jimboo,Flagstone Ck (Jimboomba) AL,-27.8042,152.9828,33.4,24.29,9.11,9.11,1m,,close,QLD Government,Logan_2021_GDA2020_LGA_SW_498000_6924000_500m_DEM_1m.tif
nimbin_goolmangar_c,Nimbin (Goolmanger Creek),-28.6069,153.2083,46.6,37.54,9.06,9.06,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5206835_56_0001_0001.tif
spicers_peak_al,Spicers Peak AL,-28.1133,152.3722,1146.3,1137.25,9.05,9.05,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
fords_rd_al,Fords Rd AL,-27.529,152.1928,163.6,154.56,9.04,9.04,1m,,close,QLD Government,LockyerValley_2015_Prj_SW_420000_6954000_1K_DEM_1m.tif
mt_driven_tm,Mt Driven Tm,-27.9811,149.0973,207.8,198.86,8.94,8.94,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
dumbleton_rocks_aler,Dumbleton Rocks AL,-21.1439,149.0753,26.7,17.77,8.93,8.93,1m,,close,QLD Government,Mackay_2009_Rgn_SW_714000_7660000_2K_DEM_1m.tif
maleny_al,Maleny AL,-26.7631,152.8475,421.3,412.38,8.92,8.92,1m,,close,QLD Government,Sunshine_Coast_2022_LGA_SW_484000_7039000_1k_DEM_1m.tif
murray_springs_al,Murray Springs AL,-18.1494,145.4803,839.0,847.9,-8.9,8.9,50cm,,close,Griffith Uni,Atherton201808-DEM-GRID-50cm_3397992_55_0001_0001.tif
tung_oil_al,Tung Oil AL,-17.5456,145.9325,29.4,20.53,8.87,8.87,1m,,close,QLD Government,CassowaryCoast_2009_Prj_SW_386000_8058000_2K_DEM_1m.tif
hawkwood_range_al,Hawkwood Range AL,-25.7158,150.9753,392.0,400.85,-8.85,8.85,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
paradise_lagoon_aler,Paradise Lagoon AL,-18.9794,146.2711,35.5,26.65,8.85,8.85,1m,,close,QLD Government,Townsville_2018_Prj_SW_423000_7901000_1.0K_DEM_1m.tif
obi_lookout_al,Obi Lookout AL,-26.6883,152.8064,474.6,465.8,8.8,8.8,1m,,close,QLD Government,SunshineCoast_2008_LGA_SW_480000_7048000_1K_DEM_1m.tif
townson_al,Townson AL,-27.5658,152.0272,342.5,333.7,8.8,8.8,1m,,close,QLD Government,Toowoomba_2010_Rgn_SW_403000_6950000_1K_DEM_1m.tif
withcott_al,Withcott AL,-27.5658,152.0272,342.5,333.7,8.8,8.8,1m,,close,QLD Government,Toowoomba_2010_Rgn_SW_403000_6950000_1K_DEM_1m.tif
athol_westbrook_crk,Athol (Newton Rd East) TM,-27.613,151.793,487.1,478.32,8.78,8.78,1m,,close,QLD Government,SpringCkSthWestbrook_2014_Prj_SW_380000_6945000_1K_DEM_1m.tif
grey_s_plains_rd_a,Greys Plains Rd AL,-27.8025,152.4361,136.9,128.2,8.7,8.7,1m,,close,QLD Government,Ipswich_2019_LGA_SW_444000_6924000_1k_DEM_1m.tif
delaneys_ck_al,Delaneys Ck AL,-27.0019,152.7872,142.5,133.81,8.69,8.69,1m,,close,QLD Government,MoretonBay_2009_LGA_SW_478000_7013000_1K_DEM_1m.tif
running_river_hidde,Running River (Hidde,-18.9803,146.0248,639.9,631.22,8.68,8.68,1m,,close,QLD Government,HiddenValley_2013_Loc_SW_397000_7901000_1K_DEM_1m.tif
retreat_br_tm,Retreat Bridge TM,-27.9006,150.3486,257.0,248.41,8.59,8.59,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
hastings_sewerage_t,Hastings WWTP,-28.353,153.56,12.9,4.32,8.58,8.58,1m,,close,NSW Government,TweedHeads201309-LID1-AHD_5546862_56_0002_0002_1m.tif
upper_bracker_ck_ale,Upper Bracker Ck AL,-28.7847,151.4122,695.8,704.38,-8.58,8.58,5m,,close,NSW Government,Texas201109-PHO3-AHD_3446814_56_0002_0002_5m.tif
bellbrook_macleay_r,Bellbrook (Macleay River),-30.8217,152.5067,82.7,74.13,8.57,8.57,2m,,close,NSW Government,Macksville201707-LID2-AHD_4526590_56_0002_0002_2m.tif
narda_lagoon_al,Narda Lagoon AL,-27.6489,152.3908,113.6,105.04,8.56,8.56,1m,,close,QLD Government,LockyerValleyNorth_2010_Rgn_SW_439000_6941000_1K_DEM_1m.tif
gayndah_flume_al,Gayndah Flume AL,-25.6217,151.6031,113.7,105.15,8.55,8.55,1m,,close,QLD Government,Gayndah_2011_Twn_SW_359000_7165000_1K_DEM_1m.tif
warahgai_al,Warahgai AL,-28.2269,151.4892,650.5,659.0,-8.5,8.5,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
paradise_ck_rd,Paradise Ck Rd AL,-27.4542,152.0789,278.2,269.71,8.49,8.49,1m,,close,QLD Government,LockyerValleyNorth_2010_Rgn_SW_408000_6962000_1K_DEM_1m.tif
dry_dock_terranora,Dry Dock,-28.193,153.524,5.2,-3.21,8.41,8.41,1m,,close,CSIRO and NEMA,NorthernRiversNSW2022Bathymetry-TerranoraCreek-DEM-AHD-1m_5516881_56_0001_0001.tif
yammanie_minnamoolka,Yammanie Minnamoolka,-18.298,145.2726,675.5,667.12,8.38,8.38,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
murwillumbah_br,Murwillumbah Bridge,-28.3283,153.4,8.1,-0.27,8.37,8.37,1m,,close,NSW Government,Murwillumbah201309-LID1-AHD_5386866_56_0002_0002_1m.tif
sengs_rd_al,Sengs Rd AL,-26.7186,151.2056,399.7,391.41,8.29,8.29,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_dangar_al,Mt Dangar AL,-20.2197,148.1217,56.2,64.45,-8.25,8.25,1m,,close,QLD Government,Whitsunday_2009_Prj_SW_616000_7762000_2K_DEM_1m.tif
moss_vale_al,Moss Vale AL,-20.2381,148.0311,128.8,137.01,-8.21,8.21,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wairuna_rd_tm,Wairuna Rd Tm,-18.4785,145.2966,526.2,518.0,8.2,8.2,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
waterlilyprk_ocean,WaterlilyPrk(Ocean,-28.5201,153.5341,10.9,2.72,8.18,8.18,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5526845_56_0001_0001.tif
mourilyan_harbour_al,Mourilyan Harbour Tide AL,-17.5994,146.125,8.5,0.35,8.15,8.15,50cm,,close,Griffith Uni,Innisfail201308-DEM-GRID-50cm_4078053_55_0001_0001.tif
moon_rd_al,Moon Road AL,-27.6619,152.32,147.4,139.26,8.14,8.14,1m,,close,QLD Government,LockyerValley_2015_Prj_SW_432000_6940000_1K_DEM_1m.tif
mt_glorious_al_rptr,Mt Glorious AL RPTR,-27.3151,152.7477,764.0,755.9,8.1,8.1,1m,,close,QLD Government,MoretonBay_2009_LGA_SW_475000_6978000_1K_DEM_1m.tif
warra_al,Warra AL,-26.9283,150.9181,320.9,312.83,8.07,8.07,1m,,close,QLD Government,Surat_CMA_2014_OGIA_SW_293000_7019000_1k_DEM_1m.tif
cordalba_al,Cordalba AL,-25.1569,152.2119,100.1,92.14,7.96,7.96,1m,,close,QLD Government,Bundaberg_2016_Rgn_SW_420000_7217000_1K_DEM_1m.tif
upper_burringbar_rd,Upper Burringbar Rd,-28.4531,153.406,197.2,189.24,7.96,7.96,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5396852_56_0001_0001.tif
yarrol_al,Yarrol AL,-24.9925,151.3475,254.9,246.98,7.92,7.92,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
yarrahappini_al,Yarrahappini AL,-27.8336,152.9878,39.4,31.5,7.9,7.9,1m,,close,QLD Government,Logan_2017_LGA_SW_498500_6921000_0.5K_DEM_1m.tif
kempsey_rd_br_m,Kempsey Rd Bridge (Macleay River),-31.0833,152.8467,17.5,25.34,-7.84,7.84,1m,,close,NSW Government,Kempsey201607-LID1-AHD_4846560_56_0002_0002_1m.tif
stanthorpe_al,Stanthorpe AL,-28.6544,151.9189,794.3,786.47,7.83,7.83,1m,,close,QLD Government,Stanthorpe_2011_Twn_SW_394000_6829000_1K_DEM_1m.tif
lundavra_tm,Lundavra TM,-28.0697,149.9794,234.9,227.09,7.81,7.81,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
seymour_gap_tm,Seymour Gap TM,-21.6187,141.3328,275.8,268.0,7.8,7.8,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
roma_condamine_rd,Roma Condamine Rd AL,-26.8993,149.8279,277.9,270.14,7.76,7.76,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
tuckombil,Tuckombil,-28.8178,153.4842,136.4,128.64,7.76,7.76,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5476812_56_0001_0001.tif
bundamba_hanlon_st,Bundamba (Hanlon St) AL,-27.5914,152.7964,18.3,10.61,7.69,7.69,1m,,close,QLD Government,Ipswich_2023_LGA_SW_479000_6948000_1k_DEM_1m.tif
toorooka_macleay_ri,Toorooka (Macleay River),-30.91,152.59,67.5,59.82,7.68,7.68,2m,,close,NSW Government,Macksville201707-LID2-AHD_4606580_56_0002_0002_2m.tif
extended_range_al,Extended Range AL,-17.5512,145.2111,952.0,959.65,-7.65,7.65,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
cons_plains_al,Cons Plains AL,-28.2297,152.4164,1194.8,1187.2,7.6,7.6,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
ipswich_al,Ipswich AL,-27.6117,152.7611,22.8,15.21,7.59,7.59,1m,,close,QLD Government,Ipswich_2009_LGA_SW_476000_6945000_1K_DEM_1m.tif
harding_street_al,Harding St AL,-27.6375,152.7903,31.6,24.03,7.57,7.57,1m,,close,QLD Government,Ipswich_2023_LGA_SW_479000_6942000_1k_DEM_1m.tif
bathurst_stanley_str,Bathurst Stanley Street (Macquarie River),-33.4107,149.5843,656.9,649.37,7.53,7.53,1m,,close,NSW Government,Bathurst201907-LID1-AHD_7406300_55_0002_0002_1m.tif
braziers_hill_al,Braziers Hill AL,-26.7261,151.1328,442.0,434.47,7.53,7.53,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
killarney_al,Killarney AL,-28.3394,152.2944,519.6,512.14,7.46,7.46,1m,,close,QLD Government,SouthernDowns_2010_Rgn_SW_430000_6864000_1K_DEM_1m.tif
ballymena_tm,Ballymena TM,-28.0522,150.1475,240.4,232.96,7.44,7.44,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bony_mountain_al,Bony Mountain AL,-28.1014,151.8767,569.0,561.56,7.44,7.44,1m,,close,QLD Government,SouthernDowns_2010_Rgn_SW_389000_6891000_1K_DEM_1m.tif
mullumbimby_ck_azal,Mullumbimby Ck (Azalea St Bridge),-28.5598,153.4933,9.1,1.67,7.43,7.43,1m,,close,NSW Government,Ballina201008-LID1-AHD_5486840_56_0002_0002_1m.tif
belgrae_park_al,Belgrae Park AL,-26.9669,151.4847,481.2,473.79,7.41,7.41,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
clyde_rd_al,Clyde Rd AL,-17.3247,145.9522,7.5,0.15,7.35,7.35,1m,,close,QLD Government,Cairns_2010_Prj_SW_388000_8084000_1K_DEM_1m.tif
mt_piccaninny_al,Mt Piccaninny AL,-19.7733,146.9597,65.5,58.16,7.34,7.34,1m,,close,QLD Government,Burdekin_2011_Prj_SW_495000_7813000_1K_DEM_1m.tif
bulgun_ck_al,Bulgun Creek AL,-17.8678,145.9247,128.5,121.18,7.32,7.32,1m,,close,QLD Government,CassowaryCoast_2016_Prj_SW_386000_8024000_1K_DEM_1m.tif
waterhole_ck_at_m,Waterhole Ck at M,-33.3551,148.3855,307.2,299.99,7.21,7.21,1m,,close,NSW Government,Eugowra_202308_LID1_AHD_1m_1km_55_6286308.tif
lismore_dawson_stre,Lismore (Dawson Street),-28.8081,153.2818,8.8,1.64,7.16,7.16,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5276813_56_0001_0001.tif
u_s_pejar_dam,U/S Pejar Dam,-34.556,149.583,795.6,802.7,-7.1,7.1,5m,,close,NSW Government,Goulburn201312-PHO3-AHD_7366172_55_0002_0002_5m.tif
sussex_inlet,Sussex Inlet,-35.1711,150.5933,7.5,0.41,7.09,7.09,1m,,close,NSW Government,JervisBay201012-LID1-AHD_2806104_56_0002_0002_1m.tif
warwick_al,Warwick AL,-28.2111,152.0275,458.4,451.33,7.07,7.07,1m,,close,QLD Government,SouthernDowns_2010_Rgn_SW_404000_6879000_1K_DEM_1m.tif
wingen,Wingen,-31.8906,150.8745,305.7,298.72,6.98,6.98,5m,,close,NSW Government,Murrurundi201111-PHO3-AHD_2986468_56_0002_0002_5m.tif
eltham_wilsons_cree,Eltham (Wilsons Creek),-28.7569,153.3944,24.6,17.66,6.94,6.94,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5386818_56_0001_0001.tif
japoonvale_al,Japoonvale AL,-17.7147,145.9056,46.3,39.4,6.9,6.9,1m,,close,QLD Government,CassowaryCoast_2016_Prj_SW_383000_8041000_1K_DEM_1m.tif
east_barrattas_al,East Barrattas AL,-19.5728,147.2233,12.1,5.21,6.89,6.89,50cm,,close,Griffith Uni,Ayr201804-DEM-GRID-50cm_5237835_55_0001_0001.tif
ravensbourne_al,Ravensbourne AL,-27.3627,152.1589,624.1,617.21,6.89,6.89,1m,,close,QLD Government,Toowoomba_2010_Rgn_SW_416000_6973000_1K_DEM_1m.tif
bellevue_gloucester,Gloucester River at Bellevue,-32.0564,151.7131,308.8,301.93,6.87,6.87,2m,,close,NSW Government,Dungog201803-LID2-AHD_3786452_56_0002_0002_2m.tif
ballandean_al,Ballandean AL,-28.7847,151.82,698.2,691.41,6.79,6.79,50cm,,close,QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_384000_6815000_1k_DEM_50cm.tif
back_beach_rd_at_d,Back Beach Rd at D,-16.9422,145.8858,20.5,13.8,6.7,6.7,50cm,,close,Griffith Uni,Cairns201807-DEM-GRID-50cm_3818126_55_0001_0001.tif
wooroora_al,Wooroora AL,-17.9331,145.5249,789.9,796.58,-6.68,6.68,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
back_beach_rd_at_r,Back Beach Rd at R,-16.9236,145.8736,18.0,11.35,6.65,6.65,50cm,,close,Griffith Uni,Cairns201308-DEM-GRID-50cm_3808128_55_0001_0001.tif
ridgelands_al,Ridgelands AL,-21.2361,148.5503,839.6,846.22,-6.62,6.62,50cm,,close,Griffith Uni,Mackay201805-DEM-GRID-50cm_6607650_55_0001_0001.tif
rollingstone_al,Rollingstone AL,-19.0514,146.3944,23.4,16.78,6.62,6.62,50cm,,close,Griffith Uni,Ingham201806-DEM-GRID-50cm_4367893_55_0001_0001.tif
roma_tm,Roma Tm,-26.5711,148.795,304.3,297.68,6.62,6.62,1m,,close,QLD Government,Roma_2011_Twn_SW_678000_7059000_1K_DEM_1m.tif
bedarra_al,Bedarra AL,-26.8417,150.3442,294.9,288.29,6.61,6.61,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
gairloch_al,Gairloch AL,-18.6178,146.1836,18.9,12.32,6.58,6.58,50cm,,close,Griffith Uni,Ingham201806-DEM-GRID-50cm_4137941_55_0001_0001.tif
koombooloomba_al,Koombooloomba AL,-17.8328,145.6011,752.5,759.07,-6.57,6.57,50cm,,close,Griffith Uni,Atherton201808-DEM-GRID-50cm_3518027_55_0001_0001.tif
upper_crabbes_ck,Upper Crabbes Creek (Crabbes Creek Rd),-28.4635,153.4526,88.3,94.87,-6.57,6.57,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5446851_56_0001_0001.tif
bilwon_al,Bilwon AL,-16.8419,145.4433,374.0,367.44,6.56,6.56,1m,,close,QLD Government,Biboohra_2011_Twn_SW_334000_8137000_1K_DEM_1m.tif
east_booyal_al,East Booyal AL,-25.252,152.084,133.5,126.98,6.52,6.52,50cm,,close,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_4077206_56_0001_0001.tif
mountain_station_cre,Mountain Station Creek AL,-28.7178,151.9847,888.5,881.99,6.51,6.51,50cm,,close,QLD Government,Dumaresq_River_Catchment_2023_Prj_SW_400000_6822000_1k_DEM_50cm.tif
dalgangal_rd_al,Dalgangal Rd AL,-25.4194,151.5225,146.5,140.0,6.5,6.5,1m,,close,QLD Government,ReidCkNorthBurnett_2014_Prj_SW_351000_7187000_1K_DEM_1m.tif
ghost_hill_al,Ghost Hill AL,-25.3108,152.8319,68.4,74.9,-6.5,6.5,1m,,close,QLD Government,FraserCoast_2009_Ctl_SW_483000_7200000_1K_DEM_1m.tif
mulgowie_rd_al,Mulgowie Rd AL,-27.7142,152.3675,138.0,131.5,6.5,6.5,1m,,close,QLD Government,Ipswich_2019_LGA_SW_437000_6934000_1k_DEM_1m.tif
emerald_crest_al,Emerald Crest AL,-17.0233,145.5183,504.6,511.03,-6.43,6.43,50cm,,close,Griffith Uni,Mareeba201807-DEM-GRID-50cm_3428117_55_0001_0001.tif
stony_ck_al,Stony Ck AL,-19.2486,146.6658,16.7,10.27,6.43,6.43,1m,,close,QLD Government,Townsville_2018_Prj_SW_464000_7871000_1.0K_DEM_1m.tif
kamerunga_br_ale,Kamerunga Bridge AL,-16.8747,145.6856,15.7,9.28,6.42,6.42,1m,,close,QLD Government,Cairns_2010_Prj_SW_359000_8133000_1K_DEM_1m.tif
boundary_ck_al,Boundary Ck AL,-20.4186,148.1108,184.5,190.89,-6.39,6.39,50cm,,close,Griffith Uni,Proserpine201806-DEM-GRID-50cm_6157741_55_0001_0001.tif
tamworth_rd_br,Tamworth Road Bridge (Peel River),-31.0928,150.9267,381.6,375.22,6.38,6.38,5m,,close,NSW Government,Tamworth201602-PHO3-AHD_3026558_56_0002_0002_5m.tif
thornton_school_roa,Thornton (School Rd) AL,-27.7983,152.3728,176.3,169.92,6.38,6.38,1m,,close,QLD Government,LockyerValleySouth_2011_Rgn_SW_438000_6924000_1K_DEM_1m.tif
woodgate_al,Woodgate AL,-25.0992,152.5489,10.6,4.24,6.36,6.36,1m,,close,QLD Government,Bundaberg_2009_Prj_SW_454000_7222000_2K_DEM_1m.tif
coral_ave_at_mullu,Coral Ave at Mullu,-28.5485,153.4854,13.9,7.57,6.33,6.33,1m,,close,NSW Government,Lismore201008-LID1-AHD_5466840_56_0002_0002_1m.tif
surrey_tm,Surrey TM,-28.3839,149.6747,193.9,187.57,6.33,6.33,1m,,close,QLD Government,Border_Rivers_2023_Prj_SW_762000_6857000_1k_DEM_1m.tif
topaz_al,Topaz AL,-17.4694,145.7311,676.7,682.99,-6.29,6.29,50cm,,close,Griffith Uni,Innisfail201308-DEM-GRID-50cm_3658068_55_0001_0001.tif
eildon_hill_al,Eildon Hill AL,-27.4328,153.0242,40.3,34.02,6.28,6.28,1m,,close,QLD Government,Brisbane_2019_Prj_SW_502000_6965000_1k_DEM_1m.tif
langley_tm,Langley TM,-27.9753,150.9225,370.8,364.52,6.28,6.28,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
branyan_woongarra_p,Branyan (Woongarra PS) AL,-24.93,152.2553,38.2,31.93,6.27,6.27,1m,,close,QLD Government,Bundaberg_2011_Rgn_SW_424000_7242000_1K_DEM_1m.tif
mullumbimby_brunswi,Mullumbimby -Federation Bridge(Brunswick River),-28.5528,153.4944,10.7,4.44,6.26,6.26,1m,,close,NSW Government,Ballina201008-LID1-AHD_5486840_56_0002_0002_1m.tif
railway_br_al,Railway Br AL,-25.2756,152.5089,15.4,9.14,6.26,6.26,1m,,close,QLD Government,FraserCoast_2009_Ctl_SW_450000_7204000_1K_DEM_1m.tif
sherwood_br_mac,Sherwood Road Br (Macleay River),-31.0583,152.7314,10.1,3.86,6.24,6.24,1m,,close,NSW Government,Kempsey200910-LID1-AHD_4746562_56_0002_0002_1m.tif
cungulla_al,Cungulla AL,-19.3967,147.1072,9.4,3.18,6.22,6.22,50cm,,close,Griffith Uni,Townsville201804-DEM-GRID-50cm_5117855_55_0001_0001.tif
stretton_gowan_rd_a,Stretton (Gowan Rd) AL,-27.6417,153.0667,36.3,30.09,6.21,6.21,1m,,close,QLD Government,Logan_2023_LGA_SW_506000_6942000_1k_DEM_1m.tif
forbes_iron_br,Forbes Iron Br (,-33.4,148.0167,242.0,235.86,6.14,6.14,5m,,close,NSW Government,Parkes201509-PHO3-AHD_5946302_55_0002_0002_5m.tif
sexton_al,Sexton AL,-25.9725,152.5069,35.8,41.94,-6.14,6.14,50cm,,close,DCCEEW,Mary2018-DEM-GRID-0_5_4507127_56_0001_0001.tif
vincentia,Vincentia,-35.08,150.68,86.4,80.29,6.11,6.11,1m,,close,NSW Government,JervisBay201012-LID1-AHD_2886114_56_0002_0002_1m.tif
gatton,Gatton,-27.555,152.275,107.6,101.53,6.07,6.07,1m,,close,QLD Government,LockyerValley_2015_Prj_SW_428000_6951000_1K_DEM_1m.tif
widgee_ck_wide_bay,Widgee Ck (Wide Bay,-26.0913,152.5103,54.5,48.47,6.03,6.03,1m,,close,QLD Government,Gympie_2009_Rgn_SW_451000_7114000_1K_DEM_1m.tif
tuckurimba_baxter_l,Tuckurimba (Baxters Lane),-28.9619,153.3066,6.6,0.58,6.02,6.02,1m,,close,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5296796_56_0001_0001.tif
yarrandi_br_dar,Yarrandi Bridge (Dart Brook),-32.0122,150.7828,227.2,221.19,6.01,6.01,2m,,close,NSW Government,Muswellbrook201711-LID2-AHD_2906456_56_0002_0002_2m.tif
emu_vale_al,Emu Vale AL,-28.2292,152.2269,507.4,501.4,6.0,6.0,1m,,close,QLD Government,SouthernDowns_2010_Rgn_SW_424000_6877000_1K_DEM_1m.tif
back_beach_rd_at_o,Back Beach Rd at O,-16.9673,145.8877,16.8,10.81,5.99,5.99,50cm,,close,Griffith Uni,Cairns201308-DEM-GRID-50cm_3818123_55_0001_0001.tif
mattie_o_neill_br_al,Mattie ONeill Br AL,-21.1569,148.7322,68.2,62.25,5.95,5.95,1m,,close,QLD Government,Mackay_2009_Rgn_SW_678000_7658000_2K_DEM_1m.tif
boar_pocket_al,Boar Pocket AL,-17.1967,145.6694,736.5,730.59,5.91,5.91,50cm,,close,Griffith Uni,Innisfail201308-DEM-GRID-50cm_3588098_55_0001_0001.tif
suffolkprk_servord,SuffolkPrk(ServoRd,-28.6883,153.608,10.8,4.89,5.91,5.91,1m,,close,NSW Government,Ballina201008-LID1-AHD_5586826_56_0002_0002_1m.tif
upper_reid_al,Upper Reid AL,-19.7303,146.6689,134.1,140.0,-5.9,5.9,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
mt_burrabaranga_aler,Mt Burrabaranga AL,-28.3614,151.6717,717.5,723.39,-5.89,5.89,1 Second,,close,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
innisfail_wharf_aler,Innisfail Wharf AL,-17.5236,146.0325,9.2,3.32,5.88,5.88,1m,,close,QLD Government,CassowaryCoast_2016_Prj_SW_397000_8062000_1K_DEM_1m.tif
saunders_ck_al,Saunders Ck AL,-19.2517,146.6836,15.2,9.32,5.88,5.88,1m,,close,QLD Government,Townsville_2018_Prj_SW_466000_7871000_1.0K_DEM_1m.tif
slacks_ck_reserve_pk,Slacks Ck (Reserve Park) AL,-27.6342,153.1253,19.4,13.52,5.88,5.88,1m,,close,QLD Government,Logan_2017_LGA_SW_512000_6943000_0.5K_DEM_1m.tif
