id,name,lat,lon,elvis_ahd_m,dem_resolution,dem_resolution_m,source,dataset
beverley,Beverley,-32.108,116.925,204.03,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bickley,Bickley,-32.008,116.137,382.24,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
biddenham_al,Biddenham AL,-25.8033,146.4253,357.05,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
biddenham_tm,Biddenham TM,-25.804,146.424,358.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bidwell_alert,Bidwell AL,-25.6342,152.6806,7.19,1m,1.0,QLD Government,Fraser_coast_2022_LGA_SW_467000_7164000_1k_DEM_1m.tif
big_ben_lane_comms_facility,Big Ben Lane (Comms Facility),-36.40591,146.9412,1151.85,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
big_dipper,Big Dipper,-23.64799,133.86403,625.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
big_hill_glen_dusk,Big Hill (Glen Dusk),-34.569,149.996,661.12,5m,5.0,NSW Government,Goulburn201312-PHO3-AHD_7746170_55_0002_0002_5m.tif
big_hill_longview,Big Hill (Longview),-34.5299,149.997,727.75,2m,2.0,NSW Government,MossVale201805-LID2-AHD_2246174_56_0002_0002_2m.tif
biggenden_al,Biggenden AL,-25.5122,152.0389,136.04,50cm,0.5,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_4037177_56_0001_0001.tif
biggera_ck_dam_al,Biggera Ck Dam AL,-27.9486,153.3828,4.57,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_537000_6908000_1K_DEM_1m.tif
biggs_flat,Biggs Flat,-35.063,138.763,307.81,50cm,0.5,SA Government,MtBarker2021-DEM-GRID-0_5_2966117_54_0001_0001.tif
bill_gunn_dam_al,Bill Gunn Dam AL,-27.6317,152.3794,109.19,1m,1.0,QLD Government,Lockyer_Valley_2022_LGA_SW_438000_6943000_1k_DEM_1m.tif
billabalong_al,Billabalong AL,-25.1329,148.5929,379.75,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
billaboo_al,Billaboo AL,-23.589,147.322,761.87,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
biloela_al,Biloela AL,-24.435,150.541,180.51,1m,1.0,QLD Government,BiloelaThangool_2011_Twn_SW_250000_7295000_1K_DEM_1m.tif
bilpin_fern_grove,Bilpin (Fern Grove),-33.499,150.518,601.99,1m,1.0,NSW Government,StAlbans201610-LID1-AHD_2686290_56_0002_0002_1m.tif
bindi_bindi_north,Bindi Bindi North,-30.622,116.38,312.55,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bingara_keera,Bingara (Keera),-29.994,150.781,320.63,5m,5.0,NSW Government,Cobbadah201210-PHO3-AHD_2846678_56_0002_0002_5m.tif
bingegang_weir_al,Bingegang Weir AL,-23.0733,149.035,108.99,50cm,0.5,Griffith Uni,Emerald201305-DEM-GRID-50cm_7087446_55_0001_0001.tif
binna_burra_al,Binna Burra AL,-28.201,153.187,764.23,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_518000_6880000_1K_DEM_1m.tif
binnowee_al,Binnowee AL,-26.4842,146.0861,281.39,1m,1.0,QLD Government,Charleville_2011_Twn_SW_408000_7070000_1K_DEM_1m.tif
birdsville_police_st,Birdsville Police St,-25.9003,139.3492,46.69,1m,1.0,QLD Government,Birdsville_2013_Twn_SW_334000_7134000_1K_DEM_1m.tif
birralee_creek,Birralee Creek,-42.305,147.571,390.48,1m,1.0,TAS Government,CentralMidlands2019-DEM-1m_5475316_GDA2020_55.tif
birrimba,Birrimba,-16.3494295,132.1290314,234.18,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
black_hill,Black Hill,-34.876,138.71,194.55,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2906138_54_0001_0001.tif
black_pinch_road_al,Black Pinch Road AL,-26.3125,152.8917,165.15,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_489000_7089000_1K_DEM_1m.tif
black_range_creek_at_trout_farm,Black Range Creek at Trout Farm,-36.748,146.536,443.38,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
black_range_grandview_lane,Black Range (Grandview Lane),-36.727,149.843,254.31,1m,1.0,NSW Government,Bega201303-LID1-AHD_7525930_55_0002_0002_1m.tif
black_swamp_alert,Black Swamp Ck AL,-25.3756,152.7683,2.82,1m,1.0,QLD Government,HerveyBay_2015_Rgn_SW_476000_7193000_1K_DEM_1m.tif
blackall_al,Blackall AL,-24.4267,145.4583,280.27,1m,1.0,QLD Government,Blackall_2011_Twn_SW_343000_7297000_1K_DEM_1m.tif
blackbutt_al,Blackbutt AL,-26.886,152.102,436.55,1m,1.0,QLD Government,Blackbutt_2012_Twn_SW_410000_7025000_1K_DEM_1m.tif
blackdown_tableland_al,Blackdown Tableland AL,-23.774,149.117,948.64,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
blackheath_wombat_street,Blackheath (Wombat Street),-33.63,150.28,1060.85,1m,1.0,NSW Government,Katoomba201904-LID1-AHD_2466274_56_0002_0002_1m.tif
blacksmiths,Blacksmiths,-33.083,151.651,0.51,1m,1.0,NSW Government,LakeMacquarie201409-LID1-AHD_3746338_56_0002_0002_1m.tif
blacktown_creek_int_peace_park,Blacktown Creek (Int. Peace Park),-33.773,150.926,38.28,1m,1.0,NSW Government,Penrith201304-LID1-AHD_3066260_56_0002_0002_1m.tif
blacktown_dog_pound,Blacktown (Dog Pound),-33.801,150.902,75.94,1m,1.0,NSW Government,Penrith201906-LID1-AHD_3046256_56_0002_0002_1m.tif
blackville_post_office,Blackville Post Office,-31.64,150.236,412.72,1m,1.0,NSW Government,UpperNamoiSouth_202304_LID1_AHD_1m_1km_56_2376496.tif
blanket_hill,Blanket Hill,-37.84,146.688,253.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
blayney_orange_road,Blayney (Orange Road),-33.528,149.245,878.16,1m,1.0,NSW Government,Blayney201704-LID1-AHD_7086286_55_0002_0002_1m.tif
bli_bli_al,Bli Bli AL,-26.6336,153.0386,2.79,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_503000_7054000_1k_DEM_1m.tif
bloomfield_park_everton,Bloomfield Park (Everton),-36.419,146.557,218.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bloomfield_river_bridge_tm,Bloomfield River Bridge TM,-15.951554,145.320164,0.48,50cm,0.5,Griffith Uni,Cooktown201808-DEM-GRID-50cm_3208235_55_0001_0001.tif
blue_bush_creek,Blue Bush Creek,-23.21284,142.8654,220.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bluff_al,Bluff AL,-23.5903,149.0569,225.27,1m,1.0,QLD Government,Bluff_2011_Twn_SW_709000_7389000_1K_DEM_1m.tif
boambee_reservoir_coffs_harbour,Boambee Reservoir (Coffs Harbour),-30.356,153.104,45.4,1m,1.0,NSW Government,CoffsHarbour201309-LID1-AHD_5086640_56_0002_0002_1m.tif
boat_mountain_al,Boat Mountain AL,-26.9789,152.2847,125.81,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bodalla_post_office,Bodalla Post Office,-36.088,150.051,42.28,1m,1.0,NSW Government,Narooma201108-LID1-AHD_2346002_56_0002_0002_1m.tif
boddington_north,Boddington North,-32.7786,116.4803,212.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bogarella_crossing_a,Bogarella Xing AL,-25.3381,147.1006,477.03,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boggy_ck_at_angleside,Boggy Ck at Angleside,-36.6083,146.3583,189.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boggy_creek_at_bullumwaal,Boggy Creek at Bullumwaal,-37.678,147.55,190.52,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bolgart_bin,Bolgart Bin,-31.275,116.507,230.91,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bollon_mary_st,Bollon (Mary St),-28.0331,147.4795,182.24,1m,1.0,QLD Government,Bollon_2011_Twn_SW_547000_6899000_1K_DEM_1m.tif
bond_springs,Bond Springs,-23.54165,133.94661,701.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bond_springs_turnoff,Bond Springs Turnoff,-23.57705,133.8791,707.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bonella_al,Bonella AL,-26.2387,145.8924,302.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bonfield_al,Bonfield AL,-26.166,146.95,407.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bonogin_al,Bonogin AL,-28.109,153.364,32.18,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_535000_6890000_1K_DEM_1m.tif
bonogin_ck_hardys_rd_al,Bonogin Ck (Hardys Rd) AL,-28.113,153.363,19.67,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_535000_6890000_1K_DEM_1m.tif
bonogin_parkmeadows_crt_al,Bonogin (Parkmeadows Crt) AL,-28.1364,153.3476,42.45,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_534000_6887000_1K_DEM_1m.tif
boobegan_ck_lock_al,Boobegan Ck Lock AL,-28.0383,153.3917,3.42,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_538000_6898000_1K_DEM_1m.tif
boolaroo_tops_al,Boolaroo Tops AL,-24.393,151.035,874.05,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
booligal_yarto_comparison,Booligal (Yarto) Comparison,-33.516,144.7651,97.54,5m,5.0,NSW Government,Booligal201310-PHO3-AHD_2926288_55_0002_0002_5m.tif
boonah,Boonah,-38.441,143.977,402.1,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boonanghi,Boonanghi,-31.043,152.572,569.68,2m,2.0,NSW Government,Kempsey201707-LID2-AHD_4586564_56_0002_0002_2m.tif
boondooma_hw_al,Boondooma Dam HW AL,-26.0956,151.4339,281.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boondoon_tm,Boondoon Tm,-25.702,145.1291,363.38,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
booral_road_alert,Booral Rd AL,-25.3439,152.8269,4.53,1m,1.0,QLD Government,FraserCoast_2009_Ctl_SW_482000_7196000_1K_DEM_1m.tif
booroola,Booroola,-36.942,145.292,308.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
booroopki_comparison,Booroopki Comparison,-36.814149,141.260016,134.32,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boreen_point_al,Boreen Point AL,-26.2858,152.9964,3.52,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_499000_7092000_1K_DEM_1m.tif
borenore_lyden_brae,Borenore (Lyden Brae),-33.2542,148.9753,811.31,5m,5.0,NSW Government,Molong201308-PHO3-AHD_6846318_55_0002_0002_5m.tif
borilla_ck_al,Borilla Ck AL,-23.70508,147.80207,217.32,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bororen_reedbed_rd_al,Bororen (Reedbed Rd) AL,-24.305128,151.473326,91.1,1m,1.0,QLD Government,Gladstone_2009_Rgn_SW_344000_7310000_2K_DEM_1m.tif
borumba_dam_hw_al,Borumba Dam HW AL,-26.508,152.583,149.49,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bouldercombe_alert,Bouldercombe Alert,-23.6036,150.4568,340.68,50cm,0.5,Griffith Uni,Rockhampton201305-DEM-GRID-50cm_2407387_56_0001_0001.tif
bowen_hills_al,Bowen Hills AL,-27.4436,153.0328,-0.37,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_503000_6964000_1K_DEM_1m.tif
bowning_wanganui,Bowning (Wanganui),-34.761,148.826,568.92,5m,5.0,NSW Government,Yass201411-PHO3-AHD_6666150_55_0002_0002_5m.tif
bowra_sugarloaf,Bowra Sugarloaf,-30.662,152.653,877.52,2m,2.0,NSW Government,Macksville201707-LID2-AHD_4666606_56_0002_0002_2m.tif
bowral_orchard_st,Bowral (Orchard St),-34.488,150.401,685.87,1m,1.0,NSW Government,Burragorang201405-LID1-AHD_2606180_56_0002_0002_1m.tif
bowraville_lanes_bri,Bowraville Lanes Bri,-30.6433,152.855,18.81,1m,1.0,NSW Government,Macksville200912-LID1-AHD_4866608_56_0002_0002_1m.tif
bowraville_wtp,Bowraville WTP,-30.6428,152.8567,2.95,1m,1.0,NSW Government,Macksville200912-LID1-AHD_4866608_56_0002_0002_1m.tif
box_hill_mccall_gardens,Box Hill (McCall Gardens),-33.6542,150.8931,47.49,1m,1.0,NSW Government,Penrith201705-LID1-AHD_3046274_56_0002_0002_1m.tif
boyanup_north,Boyanup North,-33.479,115.7377,40.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
boyne_island_al,Boyne Island AL,-23.957,151.358,1.28,1m,1.0,QLD Government,Gladstone_2009_Ctl_SW_332000_7348000_2K_DEM_1m.tif
bracken_ridge_res_al,Bracken Ridge Res AL,-27.323,153.031,43.73,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_503000_6977000_1k_DEM_1m.tif
bray_street_coffs_harbour,Bray Street (Coffs Harbour),-30.282,153.122,6.61,1m,1.0,NSW Government,CoffsHarbour201309-LID1-AHD_5106648_56_0002_0002_1m.tif
brays_creek_misty_mountain,Brays Creek (Misty mountain),-28.394,153.193,69.05,1m,1.0,CSIRO and NEMA,RichmondRiver2023-DEM-AHD-1m_5186859_56_0001_0001.tif
brdley_ck_core,BRdley Ck (Core,-20.6863,145.9473,276.64,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brdmere_al,Broadmere AL,-25.5686,149.4142,435.28,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brdwater_tm,BRdwater Tm,-18.0797,141.1331,13.92,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
breakfast_ck_mouth_al,Breakfast Ck Mouth AL,-27.443,153.046,5.36,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_504000_6964000_1k_DEM_1m.tif
brennans_knob_tm,Brennans Knob Tm,-18.4571,142.5626,200.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bribie_island_al,Bribie Island AL,-27.0786,153.1808,5.07,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_517000_7004000_1k_DEM_1m.tif
brickfields_creek,Brickfields Creek,-33.808,151.009,9.47,1m,1.0,NSW Government,Sydney201906-LID1-AHD_3146256_56_0002_0002_1m.tif
briens_rd_toongabbie_ck,Briens Rd (Toongabbie Ck),-33.8,150.981,12.98,1m,1.0,NSW Government,Penrith201304-LID1-AHD_3126258_56_0002_0002_1m.tif
brighton,Brighton,-35.017,138.53,14.69,1m,1.0,SA Government,AdelaideMetro2018_DEM_2706120_05_001.tif
brighton_queens_pde_al,Brighton (Queens Pde) AL,-27.2989,153.0558,2.03,1m,1.0,QLD Government,Brisbane_2009_LGA_SW_505000_6980000_1K_DEM_1m.tif
brigooda_al,Brigooda AL,-26.254,151.409,398.07,50cm,0.5,Griffith Uni,Kingaroy201211-DEM-GRID-50cm_3417095_56_0001_0001.tif
brindabella_koolami,Brindabella (Koolami),-35.388,148.748,639.9,2m,2.0,NSW Government,Brindabella201802-LID2-AHD_6586082_55_0002_0002_2m.tif
bringelly_maryland,Bringelly (Maryland),-33.973,150.722,112.73,1m,1.0,NSW Government,Penrith201102-LID1-AHD_2886238_56_0002_0002_1m.tif
brisbane_bar_tide_tm,Brisbane Bar Tide TM,-27.3608,153.1719,-1.29,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_517000_6973000_1K_DEM_1m.tif
brisbane_port_office_al,Brisbane Port Office AL,-27.4717,153.0308,5.22,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_503000_6961000_1K_DEM_1m.tif
broadmeadow,Broadmeadow,-32.921,151.73,7.25,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3806356_56_0002_0002_1m.tif
broadwater_creek_alert_tbrg_relocation,Broadwater Creek Alert TBRG Relocation,-28.59599,151.87687,832.27,1m,1.0,QLD Government,TheSummittoDalveen_2013_Prj_SW_390000_6836000_1K_DEM_1m.tif
broke_harrowby,Broke (Harrowby),-32.7667,151.0872,81.77,1m,1.0,NSW Government,Cessnock201110-LID1-AHD_3206372_56_0002_0002_1m.tif
broken_back_cedar_c,Broken Back (Cedar Creek),-32.827,151.151,477.67,1m,1.0,NSW Government,Cessnock201409-LID1-AHD_3266366_56_0002_0002_1m.tif
broken_creek_at_larissa_road,Broken Creek at Larissa Road,-36.0988,145.593,116.89,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_creek_at_numurkah,Broken Creek at Numurkah,-36.095,145.442,110.09,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_creek_at_school_road,Broken Creek at School Road,-36.145,145.796,118.92,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_r_d_s_back_ck_junction,Broken R D/S Back Ck Junction,-36.8,146.017,236.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_river_at_benalla,Broken River at Benalla,-36.555,145.978,170.65,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_river_at_orrvale,Broken River at Orrvale,-36.433,145.445,117.84,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_river_d_s_bridge_creek,Broken River D/S Bridge Creek,-36.978,146.104,340.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
broken_weir,Broken Weir,-36.617,145.969,187.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bromelton_dam_al,Bromelton Dam AL,-27.942,152.959,43.51,1m,1.0,QLD Government,Logan_2009_LGA_SW_495000_6909000_1K_DEM_1m.tif
brookong_al,Brookong AL,-23.05539,148.04355,222.6,1m,1.0,QLD Government,Capella_2012_Twn_SW_606000_7449000_1K_DEM_1m.tif
brookton,Brookton,-32.3735,117.0072,250.86,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brookville,Brookville,-37.3224,147.6209,759.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
brooman_carisbrook,Brooman (Carisbrook),-35.441,150.286,125.89,2m,2.0,NSW Government,Ulladulla201804-LID2-AHD_2526074_56_0002_0002_2m.tif
brooweena_tm,Brooweena TM,-25.6022,152.2603,99.7,1m,1.0,QLD Government,Fraser_coast_2022_LGA_SW_425000_7168000_1k_DEM_1m.tif
broughton_creek,Broughton Creek,-34.789,150.708,10.79,1m,1.0,NSW Government,Kiama201103-LID1-AHD_2906146_56_0002_0002_1m.tif
broughtons_pass_cataract_river,Broughtons Pass (Cataract River),-34.23,150.743,131.76,1m,1.0,NSW Government,Wollongong201102-LID1-AHD_2926210_56_0002_0002_1m.tif
brovinia_al,Brovinia AL,-25.9381,151.0203,252.55,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
browns_creek_rd_al,Browns Creek Rd AL,-27.194,152.917,52.57,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_491000_6992000_1K_DEM_1m.tif
bruces_bridge_styx_river,Bruces Bridge (Styx River),-42.818,146.618,323.0,1m,1.0,TAS Government,CentralAndSouth2013-DEM-1m_4685259_55.tif
brungle_bonnie_doon,Brungle (Bonnie Doon),-35.169,148.231,265.58,2m,2.0,NSW Government,Tumut201702-LID2-AHD_6126106_55_0002_0002_2m.tif
brunswick_heads_brunswick_river,Brunswick Heads (Brunswick River),-28.5383,153.5517,-0.09,1m,1.0,NSW Government,Ballina201008-LID1-AHD_5526842_56_0002_0002_1m.tif
bryah,Bryah,-25.5067,118.7933,527.69,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bryden_al,Bryden AL,-27.243,152.568,92.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
buaraba_al,Buaraba AL,-27.406,152.382,118.88,1m,1.0,QLD Government,LockyerValley_2015_Prj_SW_438000_6968000_1K_DEM_1m.tif
bucca_weir_al,Bucca Weir AL,-24.8592,152.0717,27.73,1m,1.0,QLD Government,Bundaberg_2016_Rgn_SW_406000_7250000_1K_DEM_1m.tif
buchan_river_at_buchan,Buchan River at Buchan,-37.4975,148.1719,109.27,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
buchanans_road_coffs_harbour,Buchanans Road (Coffs Harbour),-30.295,153.088,67.23,1m,1.0,NSW Government,CoffsHarbour_202306_LID1_AHD_1m_1km_56_5086648.tif
bucketty,Bucketty,-33.104,151.1369,253.51,1m,1.0,NSW Government,Gosford201409-LID1-AHD_3266334_56_0002_0002_1m.tif
buckland_brockley_road,Buckland (Brockley Road),-42.579,147.783,75.79,1m,1.0,TAS Government,EastCoast2020-DEM-1m_5645285_GDA2020_55.tif
buckland_river_harris_lane,Buckland River @ Harris Lane,-36.723,146.88,296.02,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bucklands_tm,Bucklands Tm,-17.3833,145.9667,7.12,50cm,0.5,Griffith Uni,Innisfail201807-DEM-GRID-50cm_3908077_55_0001_0001.tif
buderim_al,Buderim AL,-26.685046,153.080452,51.16,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_508000_7048000_1k_DEM_1m.tif
buffalo_river_d_s_lake_buffalo,Buffalo River D/S Lake Buffalo,-36.7167,146.6667,271.99,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
buffalo_river_ds_rose_river_junction,Buffalo River DS Rose River Junction,-36.795,146.665,283.51,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bukkulla_rfs,Bukkulla (RFS),-29.505,151.129,580.5,5m,5.0,NSW Government,Inverell201110-PHO3-AHD_3186734_56_0002_0002_5m.tif
bulahdelah_myall_river,Bulahdelah (Myall River),-32.413,152.207,8.18,1m,1.0,NSW Government,Bulahdelah201306-LID1-AHD_4246412_56_0002_0002_1m.tif
bulburin_al,Bulburin AL,-24.51,151.459,554.47,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
buldah,Buldah,-37.2653,149.1457,371.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bulimba_al,Bulimba AL,-27.4536,153.0619,3.96,1m,1.0,QLD Government,Brisbane_2019_Prj_SW_506000_6963000_1k_DEM_1m.tif
bullardoo_tbrg,Bullardoo TBRG,-27.855642,115.67158,298.13,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bulyee,Bulyee,-32.376,117.513,261.59,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bumbulla,Bumbulla,-34.734,150.135,670.86,2m,2.0,NSW Government,MossVale201805-LID2-AHD_2366152_56_0002_0002_2m.tif
bundaberg_al,Bundaberg AL,-24.864,152.35,9.37,50cm,0.5,Griffith Uni,Bundaberg201801-DEM-GRID-50cm_4347249_56_0001_0001.tif
bundaberg_south_alert,Bundaberg South AL,-24.8736,152.3636,4.62,1m,1.0,QLD Government,Bundaberg_2016_Rgn_SW_435000_7248000_1K_DEM_1m.tif
bundarra_granite_heights,Bundarra (Granite Heights),-30.335,150.934,878.02,5m,5.0,NSW Government,Cobbadah201210-PHO3-AHD_3006642_56_0002_0002_5m.tif
bundarra_post_office,Bundarra Post Office,-30.171,151.076,655.09,5m,5.0,NSW Government,Bundarra201210-PHO3-AHD_3146660_56_0002_0002_5m.tif
bundilla_al,Bundilla AL,-26.703,153.1,3.6,1m,1.0,QLD Government,SunshineCoast_2008_LGA_SW_509000_7046000_1K_DEM_1m.tif
bungaban_tm,Bungaban TM,-25.8986,150.1297,252.99,50cm,0.5,Griffith Uni,Taroom201810-DEM-GRID-50cm_2127132_56_0001_0001.tif
bungendore,Bungendore,-32.189,116.056,202.68,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
bungwahl,Bungwahl,-32.375,152.381,39.45,1m,1.0,NSW Government,Bulahdelah201306-LID1-AHD_4406416_56_0002_0002_1m.tif
bunnan_milhaven,Bunnan (Milhaven),-32.033,150.584,251.75,2m,2.0,NSW Government,Muswellbrook201711-LID2-AHD_2706452_56_0002_0002_2m.tif
burbank_al,Burbank AL,-27.558,153.158,19.18,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_515000_6951000_1K_DEM_1m.tif
burbong_molonglo_river,Burbong (Molonglo River),-35.333,149.317,691.77,1m,1.0,ACT Government,ACT2020_DEM_7106087_55_01_001.tif
burdekin_dam_al,Burdekin Dam AL,-20.6467,147.1372,159.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
burdekin_dam_repeater_alert,Burdekin Dam Repeater,-20.6414,147.1483,241.19,50cm,0.5,Griffith Uni,Proserpine201311-DEM-GRID-50cm_5157717_55_0001_0001.tif
burdekin_falls_dam_hw_alert,Burdekin Falls Dam HW Alert,-20.6407,147.1412,190.26,50cm,0.5,Griffith Uni,Proserpine201311-DEM-GRID-50cm_5147717_55_0001_0001.tif
burleigh_tm,Burleigh Tm,-19.9447,143.1733,326.96,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
burleigh_waters_al,Burleigh Waters AL,-28.0792,153.4319,2.45,1m,1.0,QLD Government,GoldCoast_2014_LGA_SW_542000_6893000_1K_DEM_1m.tif
burnside,Burnside,-34.939,138.661,126.76,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2866131_54_0001_0001.tif
burnt_creek_at_wonwondah_east,Burnt Creek at Wonwondah East,-36.883,142.233,161.29,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
burpengary_ck_morayfield_rd_tm,Burpengary Ck (Morayfield Rd) TM,-27.152288,152.977011,6.61,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_497000_6996000_1K_DEM_1m.tif
burpengary_dale_st_al,Burpengary (Dale St) AL,-27.148,152.962,10.71,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_496000_6997000_1k_DEM_1m.tif
