LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
1941997/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773259,,,,
1941998/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773260,,,,
1941999/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773261,,,,
1942000/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773262,,,,
1942001/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773263,,,,
1942005/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773267,,,,
1942006/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773268,,,,
1942007/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773269,,,,
1942012/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773272,,,,
1942014/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773273,,,,
1943066/1,1206369,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-10,1,Granted,9773611,,,,
1943067/1,1206369,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-10,1,Granted,9773612,,,,
1943068/1,1206369,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-09,2026-06-09,2027-07-10,1,Granted,9773613,,,,
1943138/1,510769,2,203,Fixed,Point to Point,2025-08-22,2025-08-22,2026-09-30,1,Granted,9848418,,,,
1943139/1,510769,2,203,Fixed,Point to Point,2025-08-22,2025-08-22,2026-09-30,1,Granted,9848419,,,,
1943140/1,510769,2,203,Fixed,Point to Point,2025-08-22,2025-08-22,2026-09-30,1,Granted,9848420,,,,
1943141/1,510769,2,203,Fixed,Point to Point,2025-08-22,2025-08-22,2026-09-30,1,Granted,9848421,,,,
1943288/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773691,,,,
1943291/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773694,,,,
1943292/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773695,,,,
1943294/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773697,,,,
1943295/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773698,,,,
1943296/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773699,,,,
1943297/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773700,,,,
1943298/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773701,,,,
1943299/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773702,,,,
1943308/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773709,,,,
1943309/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773710,,,,
1943310/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773711,,,,
1943318/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773715,,,,
1943319/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773716,,,,
1943320/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773717,,,,
1943321/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773718,,,,
1943322/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773719,,,,
1943323/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773720,,,,
1943324/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773721,,,,
1943325/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773722,,,,
1943326/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773723,,,,
1943327/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773724,,,,
1943328/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773725,,,,
1943329/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773726,,,,
1943330/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773727,,,,
1943331/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773728,,,,
1943332/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773729,,,,
1943333/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773730,,,,
1943334/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773731,,,,
1943335/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773732,,,,
1943336/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773733,,,,
1943337/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773734,,,,
1943338/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773735,,,,
1943339/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773736,,,,
1943340/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773737,,,,
1943341/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,9773738,,,,
1943398/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9773752,,,,
1943399/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9773753,,,,
1943552/1,1142834,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-12,2025-09-12,2026-10-19,1,Granted,9773784,,,,
1943625/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773822,,,,
1943626/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773823,,,,
1943627/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-28,2026-01-28,2027-02-01,1,Granted,9773824,,,,
1943628/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773825,,,,
1943629/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773826,,,,
1943635/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773832,,,,
1943636/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773833,,,,
1943637/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773834,,,,
1943638/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773835,,,,
1943639/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773836,,,,
1943640/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773837,,,,
1943641/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773838,,,,
1943642/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773839,,,,
1943643/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773840,,,,
1943644/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773841,,,,
1943645/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773842,,,,
1943646/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773843,,,,
1943647/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773844,,,,
1943648/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773845,,,,
1943649/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773846,,,,
1943650/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773847,,,,
1943651/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773848,,,,
1943652/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773849,,,,
1943653/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773850,,,,
1943654/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773851,,,,
1943655/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773852,,,,
1943656/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773853,,,,
1943657/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773854,,,,
1943658/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773855,,,,
1943659/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773856,,,,
1943660/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773857,,,,
1943661/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773858,,,,
1943666/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773863,,,,
1943667/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773864,,,,
1943668/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773865,,,,
1943669/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773866,,,,
1943670/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773867,,,,
1943671/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773868,,,,
1943672/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773869,,,,
1943673/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773870,,,,
1943674/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773871,,,,
1943675/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293698,1148302_App_Sub_007163,,,
1943676/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293699,1148302_App_Sub_007163,,,
1943677/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293700,1148302_App_Sub_007163,,,
1943678/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293701,1148302_App_Sub_007163,,,
1943679/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293702,1148302_App_Sub_007163,,,
1943680/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293703,1148302_App_Sub_007163,,,
1943681/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293704,1148302_App_Sub_007163,,,
1943682/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293705,1148302_App_Sub_007163,,,
1943683/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293706,1148302_App_Sub_007163,,,
1943684/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293707,1148302_App_Sub_007163,,,
1943685/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773882,,,,
1943686/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773883,,,,
1943687/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773884,,,,
1943688/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773885,,,,
1943689/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773886,,,,
1943690/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293708,1148302_App_Sub_007163,,,
1943691/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293709,1148302_App_Sub_007163,,,
1943692/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293710,1148302_App_Sub_007163,,,
1943693/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293711,1148302_App_Sub_007163,,,
1943694/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293712,1148302_App_Sub_007163,,,
1943700/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773897,,,,
1943701/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773898,,,,
1943702/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773899,,,,
1943703/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773900,,,,
1943704/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773901,,,,
1943705/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773902,,,,
1943706/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773903,,,,
1943707/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773904,,,,
1943708/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773905,,,,
1943709/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773906,,,,
1943710/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773907,,,,
1943711/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773908,,,,
1943712/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773909,,,,
1943713/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773910,,,,
1943714/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773911,,,,
1943715/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773912,,,,
1943716/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293713,1148302_App_Sub_007163,,,
1943717/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293714,1148302_App_Sub_007163,,,
1943718/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293715,1148302_App_Sub_007163,,,
1943719/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293716,1148302_App_Sub_007163,,,
1943720/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293717,1148302_App_Sub_007163,,,
1943721/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-28,2026-01-28,2027-02-01,1,Granted,11293718,1148302_App_Sub_007163,,,
1943722/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293719,1148302_App_Sub_007163,,,
1943723/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293720,1148302_App_Sub_007163,,,
1943724/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,11293721,1148302_App_Sub_007163,,,
1943725/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773922,,,,
1943726/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773923,,,,
1943727/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773924,,,,
1943728/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773925,,,,
1943729/1,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,9773926,,,,
1943730/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,12337097,20056206_App_Sub_012249,,,
1943731/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,12337098,20056206_App_Sub_012249,,,
1943732/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,12337099,20056206_App_Sub_012249,,,
1943733/2,85149,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-27,2026-01-27,2027-02-01,1,Granted,12337100,20056206_App_Sub_012249,,,
1943780/1,51411,5,501,Maritime Coast,Limited Coast Assigned System,2026-05-21,2026-05-21,2027-06-30,1,Granted,9646168,,,,
1944329/1,77129,6,602,Amateur,Amateur Repeater,2025-11-18,2025-11-18,2026-12-21,1,Granted,9660898,,,,
1944498/1,1423905,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-30,2025-09-30,2026-10-11,1,Granted,9840199,,,,
1944528/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9774163,,,,
1946310/1,79946,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-11,2026-05-11,2027-05-30,1,Granted,9774701,,,,
1946312/2,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10141810,1143026_QES464_3-4,,,
1946812/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9730830,,,,
1948410/1,1144572,2,200,Fixed,Point to Multipoint,2025-05-02,2025-05-02,2027-04-08,1,Granted,9731402,,,,
1948442/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9775252,,,,
1948443/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9775253,,,,
1948444/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9775254,,,,
1948463/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9775261,,,,
1948611/2,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,10430133,20011258_MSQ09_2,,,
1948612/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852325,,,,
1948613/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852326,,,,
1948879/1,84001,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-21,2025-11-21,2026-12-31,1,Granted,9775355,,,,
1949648/5,1419950,6,602,Amateur,Amateur Repeater,2025-10-14,2025-10-14,2026-10-11,1,Granted,12152221,20029952_VK4RMC,,,
1949849/1,17444,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-14,2025-10-14,2026-11-01,1,Granted,9775718,,,,
1949862/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9731887,,,,
1950099/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9775781,,,,
1950134/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9775816,,,,
1950218/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9775900,,,,
1950286/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9775968,,,,
1950915/1,5832,2,203,Fixed,Point to Point,2026-05-20,2026-05-20,2027-06-29,1,Granted,9732050,,,,
1951315/1,1144661,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-22,2025-07-22,2026-08-28,1,Granted,9776460,,,,
1952037/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9776611,,,,
1952038/1,20005985,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2027-01-05,1,Granted,9776612,,,,
1953405/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646490,,,,
1953407/3,20032010,2,203,Fixed,Point to Point,2024-06-11,2024-06-11,2027-06-20,1,Granted,10224229,,,,
1953818/1,56398,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-26,2025-11-26,2026-12-11,1,Granted,9777172,,,,
1953982/2,20029474,2,203,Fixed,Point to Point,2025-12-09,2025-12-09,2026-11-06,1,Granted,12078900,,,,
1954825/1,1213409,1,116,Broadcasting,Retransmission,2022-09-17,2022-09-17,2027-09-18,1,Granted,10016106,,,,
1954826/1,1213409,1,116,Broadcasting,Retransmission,2022-09-17,2022-09-17,2027-09-18,1,Granted,10016107,,,,
1954827/1,1213409,1,116,Broadcasting,Retransmission,2022-09-17,2022-09-17,2027-09-18,1,Granted,10016108,,,,
1954828/1,1213409,1,116,Broadcasting,Retransmission,2022-09-17,2022-09-17,2027-09-18,1,Granted,10016109,,,,
1954829/1,1213409,1,116,Broadcasting,Retransmission,2022-09-17,2022-09-17,2027-09-18,1,Granted,10016110,,,,
1954974/1,50967,5,501,Maritime Coast,Limited Coast Assigned System,2026-05-21,2026-05-21,2027-06-30,1,Granted,9646530,,,,
1955328/1,119707,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-23,2026-06-23,2027-06-30,1,Granted,9646537,,,,
1955431/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9733791,,,,
1955452/1,53733,6,601,Amateur,Amateur Beacon,2025-10-07,2025-10-07,2026-10-25,1,Granted,9661335,,,,
1955469/1,1144303,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-04,2026-03-04,2027-04-13,1,Granted,9777611,,,,
1955484/1,31224,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-01,2025-09-01,2026-09-18,1,Granted,9807347,,,,
1956109/1,20015744,5,501,Maritime Coast,Limited Coast Assigned System,2026-03-05,2026-03-05,2027-03-19,1,Granted,9646572,,,,
